DateTime;Wave (value);Wave (direction);Wave height
21:52:00;;;0,609345973
22:13:00;;;0,603196979
22:32:00;;;0,515878975
22:52:00;;;0,533617973
23:13:00;;;0,471412003
23:32:00;;;0,443342
23:53:00;;;0,449117005
00:13:00;;;0,49030599
00:32:00;;;0,555611014
00:53:00;;;0,646950006
01:12:00;;;0,557482004
01:32:00;;;0,578830004
01:53:00;;;0,595354974
02:12:00;;;0,513177991
02:33:00;;;0,684427023
02:53:00;;;0,816677988
03:12:00;;;0,911705971
03:33:00;;;0,833119988
03:52:00;;;0,824622989
04:12:00;;;0,884253979
04:33:00;;;0,904594004
04:52:00;;;0,982329011
05:13:00;;;0,956295013
05:33:00;;;0,961457014
05:52:00;;;0,859660029
06:13:00;;;0,89647001
06:32:00;;;0,844381988
06:52:00;;;0,78451401
07:13:00;;;0,788725019
07:32:00;;;0,770411015
07:53:00;;;0,740952015
08:13:00;;;0,819368005
08:32:00;;;0,774255991
08:53:00;;;0,758529007
09:12:00;;;0,818688989
09:32:00;;;0,82556802
09:53:00;;;0,733898997
10:12:00;;;0,813597023
10:33:00;;;0,762930989
10:53:00;;;0,727147996
11:12:00;;;0,675122023
11:33:00;;;0,667118013
11:52:00;;;0,667174995
12:12:00;;;0,68986398
12:33:00;;;0,66367501
12:52:00;;;0,664355993
13:13:00;;;0,643801987
13:33:00;;;0,607250988
13:52:00;;;0,615414023
14:13:00;;;0,624737024
14:32:00;;;0,610853016
14:52:00;;;0,673901021
15:13:00;;;0,661931992
15:32:00;;;0,58830303
15:53:00;;;0,664777994
16:13:00;;;0,607912004
16:32:00;;;0,59909898
16:53:00;;;0,594322979
17:12:00;;;0,601689994
17:32:00;;;0,529047012
17:53:00;;;0,579973996
18:12:00;;;0,512103021
18:33:00;;;0,567727983
18:53:00;;;0,532932997
19:12:00;;;0,54459101
19:33:00;;;0,555941999
19:52:00;;;0,522172987
20:12:00;;;0,510843992
20:33:00;;;0,498023003
20:52:00;;;0,539668024
21:13:00;;;0,494540006
21:33:00;;;0,490085989
21:52:00;;;0,528476
22:13:00;;;0,503439009
22:32:00;;;0,523405015
22:52:00;;;0,538860977
23:13:00;;;0,514011979
23:32:00;;;0,582035005
23:53:00;;;0,533511996
00:13:00;;;0,523648024
00:32:00;;;0,556214988
00:53:00;;;0,496116996
01:12:00;;;0,496176988
01:32:00;;;0,549474001
01:53:00;;;0,567587972
02:12:00;;;0,575057983
02:33:00;;;0,573751986
02:53:00;;;0,541288018
03:12:00;;;0,513168991
03:33:00;;;0,481810004
03:52:00;;;0,460523009
04:12:00;;;0,497204989
04:33:00;;;0,515847981
04:52:00;;;0,516209006
05:13:00;;;0,580274999
05:33:00;;;0,647759974
05:52:00;;;0,649470985
06:13:00;;;0,612762988
06:32:00;;;0,59890002
06:52:00;;;0,536634028
07:13:00;;;0,554385006
07:32:00;;;0,52206701
07:53:00;;;0,521046996
08:13:00;;;0,535251975
08:32:00;;;0,568704009
08:53:00;;;0,558724999
09:12:00;;;0,574404001
09:32:00;;;0,572739005
09:53:00;;;0,571659029
10:12:00;;;0,60086
10:33:00;;;0,717823029
10:53:00;;;0,64568001
11:12:00;;;0,656369984
11:33:00;;;0,647333026
11:52:00;;;0,641813993
12:12:00;;;0,61987102
12:33:00;;;0,626379013
12:52:00;;;0,741312981
13:13:00;;;0,612441003
13:33:00;;;0,538025022
13:52:00;;;0,555637002
14:13:00;;;0,579263985
14:32:00;;;0,560100019
14:52:00;;;0,528017998
15:13:00;;;0,441163987
15:32:00;;;0,436161011
15:53:00;;;0,445737004
16:13:00;;;0,495887995
16:32:00;;;0,617504001
16:53:00;;;0,798537016
17:12:00;;;0,809751987
17:32:00;;;0,774939001
17:53:00;;;0,767332017
18:12:00;;;0,807316005
18:33:00;;;0,774199009
18:53:00;;;0,748444974
19:12:00;;;0,716862023
19:33:00;;;0,75029099
19:52:00;;;0,813574016
20:12:00;;;0,767696977
20:33:00;;;0,839196026
20:52:00;;;0,812274992
21:13:00;;;0,899954975
21:33:00;;;0,898809016
21:52:00;;;0,888585985
22:13:00;;;0,993312001
22:32:00;;;0,968578994
22:52:00;;;0,962360024
23:13:00;;;1,100649953
23:32:00;;;0,931800008
23:53:00;;;0,968342006
00:13:00;;;0,997449994
00:32:00;;;1,019180059
00:53:00;;;0,948897004
01:12:00;;;1,050099969
01:32:00;;;0,852303982
01:53:00;;;0,770143986
02:12:00;;;0,739948988
02:33:00;;;0,801392019
02:53:00;;;0,819392025
03:12:00;;;0,972678006
03:33:00;;;0,945012987
03:52:00;;;1,011010051
04:12:00;;;0,831659973
04:33:00;;;0,854314983
04:52:00;;;0,781273007
05:13:00;;;0,80814898
05:33:00;;;0,795161009
05:52:00;;;0,636187017
06:13:00;;;0,93680203
06:32:00;;;1,008990049
06:52:00;;;0,987716019
07:13:00;;;1,043759942
07:32:00;;;1,041229963
07:53:00;;;1,050359964
08:13:00;;;1,010360003
08:32:00;;;1,106279969
08:53:00;;;1,180559993
09:12:00;;;1,214939952
09:32:00;;;1,204069972
09:53:00;;;1,362699986
10:12:00;;;1,039409995
10:33:00;;;0,971186996
10:53:00;;;1,002030015
11:12:00;;;0,904667974
11:33:00;;;0,849680007
11:52:00;;;0,941335022
12:12:00;;;0,897033989
12:33:00;;;0,853914976
12:52:00;;;0,877122998
13:13:00;;;0,850668013
13:33:00;;;0,905625999
13:52:00;;;0,911566973
14:13:00;;;0,800535023
14:32:00;;;0,795538008
14:52:00;;;0,78924799
15:13:00;;;0,735669017
15:32:00;;;0,736379027
15:53:00;;;0,757589996
16:13:00;;;0,684576988
16:32:00;;;0,657149971
16:53:00;;;0,624514997
17:12:00;;;0,595758021
17:32:00;;;0,659449995
17:53:00;;;0,753549993
18:12:00;;;0,730911016
18:33:00;;;0,717031002
18:53:00;;;0,79697001
19:12:00;;;0,73100698
19:33:00;;;0,731441021
19:52:00;;;0,725124002
20:12:00;;;0,738681972
20:33:00;;;0,775249004
20:52:00;;;0,796383023
21:13:00;;;0,80785203
21:33:00;;;0,709689975
21:52:00;;;0,805853009
22:13:00;;;0,766376019
22:32:00;;;0,807830989
22:52:00;;;0,773433983
23:13:00;;;0,733659029
23:32:00;;;0,717743993
23:53:00;;;0,71895802
00:13:00;;;0,754100025
00:32:00;;;0,707696021
00:53:00;;;0,692075014
01:12:00;;;0,657738984
01:32:00;;;0,821821988
01:53:00;;;0,710263014
02:12:00;;;0,844640017
02:33:00;;;0,905194998
02:53:00;;;0,876587987
03:12:00;;;0,890218019
03:33:00;;;0,850759029
03:52:00;;;0,739143014
04:12:00;;;0,793986022
04:33:00;;;0,875838995
04:52:00;;;0,795709014
05:13:00;;;0,756838977
05:33:00;;;0,702754021
05:52:00;;;0,782837987
06:13:00;;;0,731828988
06:32:00;;;0,754000008
06:52:00;;;0,657266974
07:13:00;;;0,694172025
07:32:00;;;0,580657005
07:53:00;;;0,660152018
08:13:00;;;0,62885499
08:32:00;;;0,588064015
08:53:00;;;0,617900014
09:12:00;;;0,61818099
09:32:00;;;0,616846979
09:53:00;;;0,656794012
10:12:00;;;0,727602005
10:33:00;;;0,761225998
10:53:00;;;0,79746902
11:12:00;;;0,823633015
11:33:00;;;0,875771999
11:52:00;;;0,858246982
12:12:00;;;0,964303017
12:33:00;;;0,905327976
12:52:00;;;0,815838993
13:13:00;;;0,834774017
13:33:00;;;0,772500992
13:52:00;;;0,73605901
14:13:00;;;0,75603801
14:32:00;;;0,727998018
14:52:00;;;0,715985
15:13:00;;;0,650819004
15:32:00;;;0,668088019
15:53:00;;;0,69155103
